Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDC56,CHUKWUDI046,FDC56_CHUKWUDI046,7.72,Low Fat,0.12152072,Fruits and Vegetables,295.61,2004,Small,Cluster 1,Supermarket Type1,2396.88
FDK26,CHUKWUDI046,FDK26_CHUKWUDI046,5.46,Normal Fat,0.032177405,Canned,463.56,2004,Small,Cluster 1,Supermarket Type1,13049.68
DRM37,CHUKWUDI017,DRM37_CHUKWUDI017,15.35,Low Fat,0.096943078,Soft Drinks,491.44,2014,,Cluster 2,Supermarket Type1,19214.99
FDA14,CHUKWUDI046,FDA14_CHUKWUDI046,16.1,Low Fat,0.065183228,Dairy,370.19,2004,Small,Cluster 1,Supermarket Type1,3661.9
FDI14,CHUKWUDI018,FDI14_CHUKWUDI018,14.1,Low Fat,0.090043082,Canned,350.37,2016,Medium,Cluster 3,Supermarket Type2,2117.24
NCX29,CHUKWUDI046,NCX29_CHUKWUDI046,10.0,Low Fat,0.08915252800000001,Health and Hygiene,369.28,2004,Small,Cluster 1,Supermarket Type1,1093.58
FDY08,CHUKWUDI017,FDY08_CHUKWUDI017,9.395,Normal Fat,0.172042892,Fruits and Vegetables,349.96,2014,,Cluster 2,Supermarket Type1,4916.93
DRJ23,CHUKWUDI045,DRJ23_CHUKWUDI045,18.35,Low Fat,0.041753387,Hard Drinks,469.22,2009,,Cluster 2,Supermarket Type1,7090.77
FDI58,CHUKWUDI013,FDI58_CHUKWUDI013,7.64,Normal Fat,0.070645636,Snack Foods,228.03,1994,High,Cluster 3,Supermarket Type1,1165.15
DRF01,CHUKWUDI013,DRF01_CHUKWUDI013,5.655,Low Fat,0.174934513,Soft Drinks,362.53,1994,High,Cluster 3,Supermarket Type1,4738.83
FDC29,CHUKWUDI013,FDC29_CHUKWUDI013,8.39,Normal Fat,0.024185517000000004,Frozen Foods,289.29,1994,High,Cluster 3,Supermarket Type1,3435.53
FDY32,CHUKWUDI010,FDY32_CHUKWUDI010,7.605,Low Fat,0.216323008,Fruits and Vegetables,412.55,2005,,Cluster 3,Grocery Store,2039.01
FDC38,CHUKWUDI049,FDC38_CHUKWUDI049,15.7,Low Fat,0.122684413,Canned,330.74,2006,Medium,Cluster 1,Supermarket Type1,5631.0
FDT08,CHUKWUDI049,FDT08_CHUKWUDI049,13.65,Low Fat,0.04929502,Fruits and Vegetables,376.26,2006,Medium,Cluster 1,Supermarket Type1,6741.23
FDT15,CHUKWUDI046,FDT15_CHUKWUDI046,12.15,Normal Fat,0.042681522,Meat,460.74,2004,Small,Cluster 1,Supermarket Type1,5035.11
FDR31,CHUKWUDI046,FDR31_CHUKWUDI046,6.46,Normal Fat,0.049162885,Fruits and Vegetables,367.28,2004,Small,Cluster 1,Supermarket Type1,4738.83
FDC33,CHUKWUDI035,FDC33_CHUKWUDI035,8.96,Normal Fat,0.068925304,Fruits and Vegetables,492.44,2011,Small,Cluster 2,Supermarket Type1,6897.69
FDD14,CHUKWUDI035,FDD14_CHUKWUDI035,20.7,Low Fat,0.16977634600000002,Canned,461.07,2011,Small,Cluster 2,Supermarket Type1,9221.33
FDN38,CHUKWUDI019,FDN38_CHUKWUDI019,,Normal Fat,0.161030847,Canned,628.1,1992,Small,Cluster 1,Grocery Store,2503.41
FDN28,CHUKWUDI046,FDN28_CHUKWUDI046,5.88,Normal Fat,0.030247903,Frozen Foods,253.5,2004,Small,Cluster 1,Supermarket Type1,5159.95
DRD12,CHUKWUDI013,DRD12_CHUKWUDI013,6.96,Low Fat,0.077129323,Soft Drinks,231.79,1994,High,Cluster 3,Supermarket Type1,4332.69
DRE60,CHUKWUDI017,DRE60_CHUKWUDI017,9.395,Low Fat,0.160235723,Soft Drinks,569.68,2014,,Cluster 2,Supermarket Type1,3961.51
FDN12,CHUKWUDI017,FDN12_CHUKWUDI017,15.6,Low Fat,0.081562686,Baking Goods,281.89,2014,,Cluster 2,Supermarket Type1,2796.36
DRI03,CHUKWUDI027,DRI03_CHUKWUDI027,,Low Fat,0.0,Dairy,438.26,1992,Medium,Cluster 3,Supermarket Type3,9297.9
NCQ38,CHUKWUDI018,NCQ38_CHUKWUDI018,16.35,Low Fat,0.013420878999999998,Others,262.07,2016,Medium,Cluster 3,Supermarket Type2,4527.44
FDH24,CHUKWUDI018,FDH24_CHUKWUDI018,20.7,Low Fat,0.021518435,Baking Goods,393.82,2016,Medium,Cluster 3,Supermarket Type2,3928.22
FDO12,CHUKWUDI049,FDO12_CHUKWUDI049,15.75,Low Fat,0.055015935,Baking Goods,485.86,2006,Medium,Cluster 1,Supermarket Type1,6851.08
FDX60,CHUKWUDI013,FDX60_CHUKWUDI013,14.35,Low Fat,0.080527065,Baking Goods,198.24,1994,High,Cluster 3,Supermarket Type1,1797.66
FDT49,CHUKWUDI013,FDT49_CHUKWUDI013,7.0,Low Fat,0.151279591,Canned,267.57,1994,High,Cluster 3,Supermarket Type1,7190.64
FDY08,CHUKWUDI045,FDY08_CHUKWUDI045,9.395,Normal Fat,0.17142216600000001,Fruits and Vegetables,347.96,2009,,Cluster 2,Supermarket Type1,4214.51
FDF53,CHUKWUDI049,FDF53_CHUKWUDI049,20.75,Normal Fat,0.08373655099999999,Frozen Foods,446.83,2006,Medium,Cluster 1,Supermarket Type1,8570.51
FDK44,CHUKWUDI027,FDK44_CHUKWUDI027,,Low Fat,0.121635591,Fruits and Vegetables,438.68,1992,Medium,Cluster 3,Supermarket Type3,7385.39
NCB31,CHUKWUDI019,NCB31_CHUKWUDI019,,Low Fat,0.20778348300000002,Household,655.73,1992,Small,Cluster 1,Grocery Store,1314.96
FDG20,CHUKWUDI046,FDG20_CHUKWUDI046,15.5,Normal Fat,0.12568791699999998,Fruits and Vegetables,445.51,2004,Small,Cluster 1,Supermarket Type1,3542.06
FDE17,CHUKWUDI017,FDE17_CHUKWUDI017,20.1,Normal Fat,0.054763518,Frozen Foods,377.34,2014,,Cluster 2,Supermarket Type1,8690.35
NCQ41,CHUKWUDI035,NCQ41_CHUKWUDI035,14.8,Low Fat,0.019476708,Health and Hygiene,482.7,2011,Small,Cluster 2,Supermarket Type1,9753.97
FDJ22,CHUKWUDI027,FDJ22_CHUKWUDI027,,Low Fat,0.052554508,Snack Foods,475.88,1992,Medium,Cluster 3,Supermarket Type3,4793.76
FDU11,CHUKWUDI017,FDU11_CHUKWUDI017,4.785,Low Fat,0.0931174,Breads,296.52,2014,,Cluster 2,Supermarket Type1,903.82
NCC07,CHUKWUDI049,NCC07_CHUKWUDI049,19.6,Low Fat,0.023988387000000003,Household,261.49,2006,Medium,Cluster 1,Supermarket Type1,3155.89
FDG32,CHUKWUDI045,FDG32_CHUKWUDI045,19.85,Low Fat,0.17635245,Fruits and Vegetables,552.19,2009,,Cluster 2,Supermarket Type1,10562.92
NCX29,CHUKWUDI049,NCX29_CHUKWUDI049,10.0,Low Fat,0.08929113699999999,Health and Hygiene,366.78,2006,Medium,Cluster 1,Supermarket Type1,9477.66
FDD39,CHUKWUDI019,FDD39_CHUKWUDI019,,Low Fat,0.12283217199999999,Dairy,544.21,1992,Small,Cluster 1,Grocery Store,1081.93
FDI32,CHUKWUDI010,FDI32_CHUKWUDI010,17.7,Low Fat,0.291865402,Fruits and Vegetables,287.96,2005,,Cluster 3,Grocery Store,863.88
FDZ21,CHUKWUDI010,FDZ21_CHUKWUDI010,17.6,Normal Fat,0.065649353,Snack Foods,237.1,2005,,Cluster 3,Grocery Store,482.71
NCT41,CHUKWUDI046,NCT41_CHUKWUDI046,15.7,Low Fat,0.055990291,Health and Hygiene,383.01,2004,Small,Cluster 1,Supermarket Type1,9487.65
NCF43,CHUKWUDI017,NCF43_CHUKWUDI017,8.51,Low Fat,0.052239735,Household,354.87,2014,,Cluster 2,Supermarket Type1,5010.15
FDB34,CHUKWUDI010,FDB34_CHUKWUDI010,15.25,Low Fat,0.044539370999999994,Snack Foods,213.3,2005,,Cluster 3,Grocery Store,654.15
FDB02,CHUKWUDI027,FDB02_CHUKWUDI027,,Normal Fat,0.029023048,Canned,444.59,1992,Medium,Cluster 3,Supermarket Type3,16761.52
FDW44,CHUKWUDI045,FDW44_CHUKWUDI045,9.5,Normal Fat,0.035222502999999995,Fruits and Vegetables,425.36,2009,,Cluster 2,Supermarket Type1,4687.23
NCP05,CHUKWUDI010,NCP05_CHUKWUDI010,19.6,Low Fat,0.042324556,Health and Hygiene,377.26,2005,,Cluster 3,Grocery Store,759.01
FDK21,CHUKWUDI035,FDK21_CHUKWUDI035,7.905,Low Fat,0.010010425,Snack Foods,622.6,2011,Small,Cluster 2,Supermarket Type1,9387.78
FDX43,CHUKWUDI010,FDX43_CHUKWUDI010,5.655,Ultra Low fat,0.142732848,Fruits and Vegetables,419.88,2005,,Cluster 3,Grocery Store,416.13
NCT18,CHUKWUDI046,NCT18_CHUKWUDI046,14.6,Low Fat,0.059405152,Household,449.24,2004,Small,Cluster 1,Supermarket Type1,9054.88
FDV02,CHUKWUDI045,FDV02_CHUKWUDI045,16.75,Low Fat,0.060668415999999996,Dairy,431.03,2009,,Cluster 2,Supermarket Type1,7272.2
FDJ57,CHUKWUDI019,FDJ57_CHUKWUDI019,,Normal Fat,0.0,Seafood,460.9,1992,Small,Cluster 1,Grocery Store,464.4
FDW57,CHUKWUDI045,FDW57_CHUKWUDI045,8.31,Normal Fat,0.11591197199999999,Snack Foods,443.26,2009,,Cluster 2,Supermarket Type1,4870.33
NCV29,CHUKWUDI019,NCV29_CHUKWUDI019,,Low Fat,0.039996021,Health and Hygiene,441.92,1992,Small,Cluster 1,Grocery Store,2222.11
FDU23,CHUKWUDI046,FDU23_CHUKWUDI046,12.15,Low Fat,0.0,Breads,411.8,2004,Small,Cluster 1,Supermarket Type1,9907.1
FDS55,CHUKWUDI018,FDS55_CHUKWUDI018,7.02,Low Fat,0.0,Fruits and Vegetables,370.43,2016,Medium,Cluster 3,Supermarket Type2,2227.1
FDV24,CHUKWUDI018,FDV24_CHUKWUDI018,5.635,Low Fat,0.10369302400000001,Baking Goods,374.76,2016,Medium,Cluster 3,Supermarket Type2,6366.71
NCM53,CHUKWUDI049,NCM53_CHUKWUDI049,18.75,Low Fat,0.052121825,Health and Hygiene,262.07,2006,Medium,Cluster 1,Supermarket Type1,5859.04
FDM44,CHUKWUDI049,FDM44_CHUKWUDI049,12.5,Low Fat,0.031097947999999997,Fruits and Vegetables,259.75,2006,Medium,Cluster 1,Supermarket Type1,4901.95
NCC54,CHUKWUDI035,NCC54_CHUKWUDI035,17.75,Low Fat,0.097692448,Health and Hygiene,606.05,2011,Small,Cluster 2,Supermarket Type1,13858.63
FDL12,CHUKWUDI013,FDL12_CHUKWUDI013,15.85,Normal Fat,0.121531501,Baking Goods,148.06,1994,High,Cluster 3,Supermarket Type1,1498.05
NCJ54,CHUKWUDI045,NCJ54_CHUKWUDI045,9.895,Low Fat,0.060188932,Household,582.66,2009,,Cluster 2,Supermarket Type1,15103.67
NCP42,CHUKWUDI018,NCP42_CHUKWUDI018,8.51,Low Fat,0.016176344,Household,480.37,2016,Medium,Cluster 3,Supermarket Type2,4843.7
FDX45,CHUKWUDI027,FDX45_CHUKWUDI027,,Low Fat,0.104348025,Snack Foods,390.66,1992,Medium,Cluster 3,Supermarket Type3,12125.88
NCF30,CHUKWUDI046,NCF30_CHUKWUDI046,17.0,Low Fat,0.126244059,Household,311.59,2004,Small,Cluster 1,Supermarket Type1,9752.31
FDL39,CHUKWUDI049,FDL39_CHUKWUDI049,16.1,Normal Fat,0.063429818,Dairy,448.58,2006,Medium,Cluster 1,Supermarket Type1,5864.03
FDO08,CHUKWUDI035,FDO08_CHUKWUDI035,11.1,Normal Fat,0.053765212,Fruits and Vegetables,407.88,2011,Small,Cluster 2,Supermarket Type1,4522.45
FDW16,CHUKWUDI013,FDW16_CHUKWUDI013,17.35,Normal Fat,0.041439718,Frozen Foods,234.45,1994,High,Cluster 3,Supermarket Type1,7120.73
NCT29,CHUKWUDI019,NCT29_CHUKWUDI019,,Low Fat,0.112249603,Health and Hygiene,308.35,1992,Small,Cluster 1,Grocery Store,609.21
NCV05,CHUKWUDI010,NCV05_CHUKWUDI010,10.1,Low Fat,0.050562853,Health and Hygiene,383.41,2005,,Cluster 3,Grocery Store,1158.49
NCJ18,CHUKWUDI049,NCJ18_CHUKWUDI049,12.35,Low Fat,0.16419682300000002,Household,301.28,2006,Medium,Cluster 1,Supermarket Type1,5333.06
FDK25,CHUKWUDI045,FDK25_CHUKWUDI045,11.6,Normal Fat,0.157149885,Breakfast,420.62,2009,,Cluster 2,Supermarket Type1,7159.01
NCA42,CHUKWUDI027,NCA42_CHUKWUDI027,,Low Fat,0.028410335,Household,395.15,1992,Medium,Cluster 3,Supermarket Type3,11488.38
NCL55,CHUKWUDI019,NCL55_CHUKWUDI019,,Low Fat,0.113212516,Others,636.51,1992,Small,Cluster 1,Grocery Store,1897.53
FDZ10,CHUKWUDI019,FDZ10_CHUKWUDI019,,Low Fat,0.077849833,Snack Foods,318.01,1992,Small,Cluster 1,Grocery Store,1265.02
FDW10,CHUKWUDI017,FDW10_CHUKWUDI017,21.2,Low Fat,0.071076055,Snack Foods,437.09,2014,,Cluster 2,Supermarket Type1,13673.87
NCM55,CHUKWUDI046,NCM55_CHUKWUDI046,15.6,Low Fat,0.06672613299999999,Others,464.73,2004,Small,Cluster 1,Supermarket Type1,8791.89
DRI47,CHUKWUDI035,DRI47_CHUKWUDI035,14.7,Low Fat,0.020916223,Hard Drinks,354.53,2011,Small,Cluster 2,Supermarket Type1,4673.92
NCU29,CHUKWUDI019,NCU29_CHUKWUDI019,,Low Fat,0.044607722,Health and Hygiene,364.94,1992,Small,Cluster 1,Grocery Store,1464.76
FDM09,CHUKWUDI045,FDM09_CHUKWUDI045,11.15,Normal Fat,0.086105815,Snack Foods,419.7,2009,,Cluster 2,Supermarket Type1,7215.61
NCQ43,CHUKWUDI013,NCQ43_CHUKWUDI013,17.75,Ultra Low fat,0.111209003,Others,269.48,1994,High,Cluster 3,Supermarket Type1,2456.8
FDS25,CHUKWUDI018,FDS25_CHUKWUDI018,6.885,Normal Fat,0.14057889,Canned,280.31,2016,Medium,Cluster 3,Supermarket Type2,1657.84
NCT06,CHUKWUDI018,NCT06_CHUKWUDI018,17.1,Low Fat,0.0,Household,417.71,2016,Medium,Cluster 3,Supermarket Type2,3315.68
NCH55,CHUKWUDI019,NCH55_CHUKWUDI019,,Low Fat,0.060706749000000004,Household,318.76,1992,Small,Cluster 1,Grocery Store,948.77
FDZ31,CHUKWUDI018,FDZ31_CHUKWUDI018,15.35,Normal Fat,0.11367842199999999,Fruits and Vegetables,474.38,2016,Medium,Cluster 3,Supermarket Type2,6231.89
NCO29,CHUKWUDI017,NCO29_CHUKWUDI017,11.15,Low Fat,0.032438645,Health and Hygiene,407.63,2014,,Cluster 2,Supermarket Type1,5755.84
FDD53,CHUKWUDI010,FDD53_CHUKWUDI010,16.2,Low Fat,0.074019393,Frozen Foods,104.36,2005,,Cluster 3,Grocery Store,209.73
DRI01,CHUKWUDI027,DRI01_CHUKWUDI027,,Low Fat,0.034286109,Soft Drinks,432.86,1992,Medium,Cluster 3,Supermarket Type3,12502.06
NCL55,CHUKWUDI017,NCL55_CHUKWUDI017,12.15,Low Fat,0.06502643400000001,Others,634.26,2014,,Cluster 2,Supermarket Type1,12650.2
FDA08,CHUKWUDI017,FDA08_CHUKWUDI017,11.85,Normal Fat,0.05036845400000001,Fruits and Vegetables,409.63,2014,,Cluster 2,Supermarket Type1,4522.45
NCC18,CHUKWUDI035,NCC18_CHUKWUDI035,19.1,Low Fat,0.177236497,Household,430.86,2011,Small,Cluster 2,Supermarket Type1,6466.58
FDB22,CHUKWUDI035,FDB22_CHUKWUDI035,8.02,Low Fat,0.11141958800000001,Snack Foods,386.0,2011,Small,Cluster 2,Supermarket Type1,8458.99
FDQ33,CHUKWUDI027,FDQ33_CHUKWUDI027,,Low Fat,0.0,Snack Foods,379.18,1992,Medium,Cluster 3,Supermarket Type3,12037.66
FDT03,CHUKWUDI046,FDT03_CHUKWUDI046,21.25,Low Fat,0.009998763,Meat,455.9,2004,Small,Cluster 1,Supermarket Type1,1378.21
FDU01,CHUKWUDI027,FDU01_CHUKWUDI027,,Normal Fat,0.011937183,Canned,461.98,1992,Medium,Cluster 3,Supermarket Type3,11105.54
FDI57,CHUKWUDI018,FDI57_CHUKWUDI018,19.85,Low Fat,0.054245722,Seafood,490.19,2016,Medium,Cluster 3,Supermarket Type2,13795.38
NCB18,CHUKWUDI010,NCB18_CHUKWUDI010,19.6,Low Fat,0.069112952,Household,225.38,2005,,Cluster 3,Grocery Store,1106.89
FDP34,CHUKWUDI018,FDP34_CHUKWUDI018,12.85,Ultra Low fat,0.13778685599999999,Snack Foods,394.41,2016,Medium,Cluster 3,Supermarket Type2,6649.68
FDF11,CHUKWUDI017,FDF11_CHUKWUDI017,10.195,Normal Fat,0.017730951000000002,Starchy Foods,599.63,2014,,Cluster 2,Supermarket Type1,10215.04
FDI07,CHUKWUDI035,FDI07_CHUKWUDI035,12.35,Normal Fat,0.033754478,Meat,497.61,2011,Small,Cluster 2,Supermarket Type1,8404.06
NCN41,CHUKWUDI046,NCN41_CHUKWUDI046,17.0,Low Fat,0.052209303,Health and Hygiene,305.93,2004,Small,Cluster 1,Supermarket Type1,6466.58
NCB30,CHUKWUDI019,NCB30_CHUKWUDI019,,Low Fat,0.045002624000000005,Household,491.27,1992,Small,Cluster 1,Grocery Store,496.02
FDF12,CHUKWUDI046,FDF12_CHUKWUDI046,8.235,Low Fat,0.08242785400000001,Baking Goods,373.27,2004,Small,Cluster 1,Supermarket Type1,7020.86
DRG23,CHUKWUDI027,DRG23_CHUKWUDI027,,Low Fat,0.086360962,Hard Drinks,378.17,1992,Medium,Cluster 3,Supermarket Type3,6098.73
NCY06,CHUKWUDI017,NCY06_CHUKWUDI017,15.25,Low Fat,0.06153089,Household,330.74,2014,,Cluster 2,Supermarket Type1,4241.15
FDQ16,CHUKWUDI013,FDQ16_CHUKWUDI013,19.7,Ultra Low fat,0.041703666,Frozen Foods,272.98,1994,High,Cluster 3,Supermarket Type1,4094.67
FDD26,CHUKWUDI027,FDD26_CHUKWUDI027,,Normal Fat,0.071806046,Canned,466.48,1992,Medium,Cluster 3,Supermarket Type3,12956.47
NCG43,CHUKWUDI010,NCG43_CHUKWUDI010,20.2,Low Fat,0.124261614,Household,234.12,2005,,Cluster 3,Grocery Store,694.1
FDA28,CHUKWUDI046,FDA28_CHUKWUDI046,16.1,Normal Fat,0.047801882999999996,Frozen Foods,318.59,2004,Small,Cluster 1,Supermarket Type1,5662.63
FDW16,CHUKWUDI049,FDW16_CHUKWUDI049,17.35,Normal Fat,0.041538713,Frozen Foods,232.95,2006,Medium,Cluster 1,Supermarket Type1,3445.52
FDJ45,CHUKWUDI013,FDJ45_CHUKWUDI013,17.75,Low Fat,0.073349552,Seafood,85.55,1994,High,Cluster 3,Supermarket Type1,2336.96
FDM15,CHUKWUDI018,FDM15_CHUKWUDI018,11.8,Normal Fat,0.057655492999999995,Meat,381.59,2016,Medium,Cluster 3,Supermarket Type2,4156.26
FDP52,CHUKWUDI027,FDP52_CHUKWUDI027,,Normal Fat,0.070349402,Frozen Foods,571.5,1992,Medium,Cluster 3,Supermarket Type3,18376.08
FDK44,CHUKWUDI045,FDK44_CHUKWUDI045,16.6,Low Fat,0.122475364,Fruits and Vegetables,438.93,2009,,Cluster 2,Supermarket Type1,868.87
NCZ41,CHUKWUDI018,NCZ41_CHUKWUDI018,19.85,Low Fat,0.0,Health and Hygiene,315.43,2016,Medium,Cluster 3,Supermarket Type2,4693.89
FDO21,CHUKWUDI017,FDO21_CHUKWUDI017,11.6,Normal Fat,0.009818244,Snack Foods,557.85,2014,,Cluster 2,Supermarket Type1,12939.82
NCV54,CHUKWUDI049,NCV54_CHUKWUDI049,11.1,Low Fat,0.033160417000000005,Household,299.03,2006,Medium,Cluster 1,Supermarket Type1,5629.34
FDT43,CHUKWUDI010,FDT43_CHUKWUDI010,16.35,Low Fat,0.034393057000000005,Fruits and Vegetables,127.08,2005,,Cluster 3,Grocery Store,389.49
NCG07,CHUKWUDI045,NCG07_CHUKWUDI045,12.3,Low Fat,0.052608525,Household,478.13,2009,,Cluster 2,Supermarket Type1,6641.36
FDK55,CHUKWUDI013,FDK55_CHUKWUDI013,18.5,Low Fat,0.025740258999999998,Meat,223.54,1994,High,Cluster 3,Supermarket Type1,4014.77
NCF43,CHUKWUDI035,NCF43_CHUKWUDI035,8.51,Low Fat,0.051936086,Household,357.37,2011,Small,Cluster 2,Supermarket Type1,7515.22
FDD11,CHUKWUDI017,FDD11_CHUKWUDI017,12.85,Low Fat,0.030789913999999998,Starchy Foods,637.26,2014,,Cluster 2,Supermarket Type1,7590.12
FDF40,CHUKWUDI027,FDF40_CHUKWUDI027,,Normal Fat,0.022403117,Dairy,627.27,1992,Medium,Cluster 3,Supermarket Type3,20543.26
FDG57,CHUKWUDI010,FDG57_CHUKWUDI010,14.7,Low Fat,0.121012632,Fruits and Vegetables,123.51,2005,,Cluster 3,Grocery Store,486.03
FDL03,CHUKWUDI045,FDL03_CHUKWUDI045,19.25,Normal Fat,0.027135522000000002,Meat,490.78,2009,,Cluster 2,Supermarket Type1,7856.44
FDG45,CHUKWUDI018,FDG45_CHUKWUDI018,8.1,Low Fat,0.0,Fruits and Vegetables,529.73,2016,Medium,Cluster 3,Supermarket Type2,9557.56
FDB11,CHUKWUDI017,FDB11_CHUKWUDI017,16.0,Ultra Low fat,0.061192210999999996,Starchy Foods,560.35,2014,,Cluster 2,Supermarket Type1,11814.62
DRL49,CHUKWUDI010,DRL49_CHUKWUDI010,13.15,Low Fat,0.09445061800000001,Soft Drinks,353.7,2005,,Cluster 3,Grocery Store,712.41
FDN44,CHUKWUDI049,FDN44_CHUKWUDI049,13.15,Low Fat,0.022831052,Fruits and Vegetables,400.73,2006,Medium,Cluster 1,Supermarket Type1,11984.4
FDP33,CHUKWUDI027,FDP33_CHUKWUDI027,,Low Fat,0.088839949,Snack Foods,635.67,1992,Medium,Cluster 3,Supermarket Type3,27484.22
FDV16,CHUKWUDI013,FDV16_CHUKWUDI013,7.75,Normal Fat,0.08286168599999999,Frozen Foods,81.64,1994,High,Cluster 3,Supermarket Type1,1697.79
FDP32,CHUKWUDI046,FDP32_CHUKWUDI046,6.65,Low Fat,0.087669485,Fruits and Vegetables,318.17,2004,Small,Cluster 1,Supermarket Type1,6040.47
FDZ09,CHUKWUDI013,FDZ09_CHUKWUDI013,17.6,Low Fat,0.10479168900000001,Snack Foods,413.22,1994,High,Cluster 3,Supermarket Type1,7779.87
FDA28,CHUKWUDI017,FDA28_CHUKWUDI017,16.1,Normal Fat,0.04807227,Frozen Foods,316.34,2014,,Cluster 2,Supermarket Type1,4404.27
FDM44,CHUKWUDI013,FDM44_CHUKWUDI013,12.5,Low Fat,0.031023835,Fruits and Vegetables,260.25,1994,High,Cluster 3,Supermarket Type1,773.99
FDH34,CHUKWUDI046,FDH34_CHUKWUDI046,8.63,Low Fat,0.031095246,Snack Foods,464.4,2004,Small,Cluster 1,Supermarket Type1,8823.51
FDR31,CHUKWUDI027,FDR31_CHUKWUDI027,,Normal Fat,0.048924811,Fruits and Vegetables,368.53,1992,Medium,Cluster 3,Supermarket Type3,8019.56
FDU13,CHUKWUDI017,FDU13_CHUKWUDI017,8.355,Low Fat,0.188619537,Canned,366.1,2014,,Cluster 2,Supermarket Type1,7724.94
FDR44,CHUKWUDI010,FDR44_CHUKWUDI010,6.11,Normal Fat,0.0,Fruits and Vegetables,328.24,2005,,Cluster 3,Grocery Store,652.48
DRN11,CHUKWUDI017,DRN11_CHUKWUDI017,7.85,Low Fat,0.163902159,Hard Drinks,358.36,2014,,Cluster 2,Supermarket Type1,3991.47
FDS15,CHUKWUDI049,FDS15_CHUKWUDI049,9.195,Normal Fat,0.078181964,Meat,266.9,2006,Medium,Cluster 1,Supermarket Type1,10246.66
DRP35,CHUKWUDI019,DRP35_CHUKWUDI019,,Low Fat,0.159096908,Hard Drinks,323.33,1992,Small,Cluster 1,Grocery Store,319.58
FDV19,CHUKWUDI019,FDV19_CHUKWUDI019,,Normal Fat,0.06173052,Fruits and Vegetables,397.89,1992,Small,Cluster 1,Grocery Store,401.14
FDS45,CHUKWUDI013,FDS45_CHUKWUDI013,5.175,Normal Fat,0.029471407999999998,Snack Foods,263.66,1994,High,Cluster 3,Supermarket Type1,8204.32
NCX18,CHUKWUDI018,NCX18_CHUKWUDI018,14.15,Low Fat,0.008829805999999999,Household,492.03,2016,Medium,Cluster 3,Supermarket Type2,11293.63
DRA24,CHUKWUDI019,DRA24_CHUKWUDI019,,Normal Fat,0.069909188,Soft Drinks,408.22,1992,Small,Cluster 1,Grocery Store,1228.4
DRC13,CHUKWUDI017,DRC13_CHUKWUDI017,8.26,Normal Fat,0.032625074,Soft Drinks,311.68,2014,,Cluster 2,Supermarket Type1,4618.99
FDR02,CHUKWUDI049,FDR02_CHUKWUDI049,16.7,Low Fat,0.022099982,Dairy,275.47,2006,Medium,Cluster 1,Supermarket Type1,3335.66
FDA08,CHUKWUDI045,FDA08_CHUKWUDI045,11.85,Normal Fat,0.050186725999999994,Fruits and Vegetables,410.38,2009,,Cluster 2,Supermarket Type1,7811.5
NCQ05,CHUKWUDI027,NCQ05_CHUKWUDI027,,Low Fat,0.0,Health and Hygiene,380.18,1992,Medium,Cluster 3,Supermarket Type3,5266.48
FDL57,CHUKWUDI019,FDL57_CHUKWUDI019,,Normal Fat,0.11744283800000001,Snack Foods,644.33,1992,Small,Cluster 1,Grocery Store,1937.48
FDR44,CHUKWUDI035,FDR44_CHUKWUDI035,6.11,Normal Fat,0.102901425,Fruits and Vegetables,321.24,2011,Small,Cluster 2,Supermarket Type1,3588.66
FDC53,CHUKWUDI013,FDC53_CHUKWUDI013,8.68,Low Fat,0.008828341,Frozen Foods,249.85,1994,High,Cluster 3,Supermarket Type1,1724.42
FDJ08,CHUKWUDI045,FDJ08_CHUKWUDI045,11.1,Low Fat,0.11089655,Fruits and Vegetables,478.96,2009,,Cluster 2,Supermarket Type1,5254.83
NCJ05,CHUKWUDI013,NCJ05_CHUKWUDI013,18.7,Low Fat,0.04604992,Health and Hygiene,379.92,1994,High,Cluster 3,Supermarket Type1,8385.75
FDR37,CHUKWUDI046,FDR37_CHUKWUDI046,16.5,Normal Fat,0.06624955099999999,Breakfast,458.32,2004,Small,Cluster 1,Supermarket Type1,5016.8
FDQ55,CHUKWUDI018,FDQ55_CHUKWUDI018,13.65,Normal Fat,0.013091186000000001,Fruits and Vegetables,287.21,2016,Medium,Cluster 3,Supermarket Type2,4031.42
NCN17,CHUKWUDI046,NCN17_CHUKWUDI046,11.0,Low Fat,0.054939029,Health and Hygiene,253.59,2004,Small,Cluster 1,Supermarket Type1,4021.43
FDG08,CHUKWUDI035,FDG08_CHUKWUDI035,13.15,Normal Fat,0.165328057,Fruits and Vegetables,426.69,2011,Small,Cluster 2,Supermarket Type1,8588.82
NCQ29,CHUKWUDI019,NCQ29_CHUKWUDI019,,Low Fat,0.182493512,Health and Hygiene,647.07,1992,Small,Cluster 1,Grocery Store,2603.28
FDS16,CHUKWUDI018,FDS16_CHUKWUDI018,15.15,Normal Fat,0.066446521,Frozen Foods,369.94,2016,Medium,Cluster 3,Supermarket Type2,1830.95
FDM36,CHUKWUDI027,FDM36_CHUKWUDI027,,Normal Fat,0.058446424000000004,Baking Goods,430.36,1992,Medium,Cluster 3,Supermarket Type3,13795.38
